name,height,weight,reach,stance,dob
Brian Stann,185.4,205.0,74.0,Orthodox,"Sep 24, 1980"
Josh Stansbury,188.0,205.0,74.0,Orthodox,"Nov 19, 1984"
Dion Staring,185.4,235.0,,Orthodox,"Jun 09, 1978"
Lucas Stark,,155.0,,,
Clifford Starks,182.9,185.0,78.0,Orthodox,"Apr 25, 1981"
Kalib Starnes,190.5,185.0,74.0,Orthodox,"Jan 06, 1975"
Laureano Staropoli,185.4,185.0,71.0,Orthodox,"Feb 27, 1993"
Damian Stasiak,165.1,135.0,70.0,Orthodox,"Feb 20, 1990"
Adam Steele,,170.0,,,
Dominique Steele,177.8,170.0,74.0,Orthodox,"Jan 27, 1988"
Ricky Steele,175.3,135.0,74.0,Orthodox,"May 26, 1988"
Kody Steele,175.3,155.0,71.0,Orthodox,"Apr 21, 1995"
Eric Steenberg,,155.0,,,"Jun 22, 1983"
Steve Steinbeiss,190.5,185.0,75.0,Orthodox,"May 05, 1981"
Ray Steinbeiss,180.3,170.0,,Orthodox,"Sep 12, 1979"
Dmitri Stepanov,190.5,217.0,,Orthodox,
Jeremy Stephens,175.3,155.0,71.0,Orthodox,"May 25, 1986"
Aljamain Sterling,170.2,145.0,71.0,Orthodox,"Jul 31, 1989"
Marc Stevens,175.3,155.0,,,"May 28, 1985"
Joe Stevenson,170.2,145.0,70.0,Orthodox,"Jun 15, 1982"
Maia Stevenson,162.6,115.0,62.0,Orthodox,"Mar 19, 1982"
Luke Stewart,180.3,170.0,,Orthodox,
Darren Stewart,182.9,205.0,74.0,Orthodox,"Dec 30, 1990"
Kyle Stewart,182.9,170.0,76.0,Orthodox,"Jan 31, 1989"
Alex Stiebling,188.0,205.0,,Southpaw,"Dec 26, 1976"
Tyler Stinson,190.5,170.0,,,"Jan 17, 1986"
Navajo Stirling,193.0,205.0,79.0,Orthodox,"Nov 07, 1997"
Dan Stittgen,185.4,170.0,,Orthodox,"Nov 17, 1980"
Lazar Stojadinovic,170.2,145.0,68.0,Southpaw,"Mar 22, 1989"
Denis Stojnic,182.9,245.0,,Orthodox,"Feb 02, 1980"
Julija Stoliarenko,170.2,125.0,66.0,Orthodox,"Apr 08, 1993"
Dustin Stoltzfus,182.9,185.0,75.0,Orthodox,"Nov 15, 1991"
Niklas Stolze,185.4,155.0,74.0,Switch,"Dec 28, 1992"
Ken Stone,172.7,135.0,71.0,Southpaw,"Oct 08, 1982"
Ryan Stonitsch,175.3,170.0,,Southpaw,"Feb 03, 1977"
George Stork,177.8,185.0,,,
Rick Story,175.3,170.0,71.0,Southpaw,"Aug 28, 1984"
Darko Stosic,182.9,205.0,76.0,Orthodox,"Feb 09, 1992"
Greg Stott,170.2,220.0,,Southpaw,
Curtis Stout,185.4,185.0,,Southpaw,"Nov 07, 1973"
Sam Stout,175.3,155.0,70.0,Orthodox,"Apr 23, 1984"
Tim Stout,180.3,185.0,,,"Feb 09, 1979"
Jesse Strader,170.2,135.0,70.0,Orthodox,"May 29, 1991"
Gennaro Strangis,,,,,
Dave Strasser,177.8,170.0,,Orthodox,"Jul 13, 1969"
Daniel Straus,170.2,145.0,71.0,,"Jul 27, 1984"
Gerald Strebendt,175.3,155.0,,Orthodox,"Mar 01, 1979"
Sean Strickland,185.4,185.0,76.0,Orthodox,"Feb 27, 1991"
Mark Striegl,172.7,145.0,70.0,Southpaw,"Jun 23, 1988"
Hans Stringer,190.5,205.0,,Orthodox,"Jul 06, 1987"
Stefan Struve,210.8,265.0,84.0,Orthodox,"Feb 18, 1988"
Josh Stuart,175.3,160.0,,,
Mike Stumpf,177.8,170.0,,,"Aug 01, 1986"
Kyle Sturgeon,190.5,225.0,,Switch,"Feb 01, 1963"
Tatiana Suarez,165.1,115.0,66.0,Southpaw,"Dec 19, 1990"
Masanori Suda,175.3,183.0,,Orthodox,
Genki Sudo,175.3,155.0,,Orthodox,"Mar 08, 1978"
Lucasz Sudolski,193.0,205.0,75.0,Orthodox,"Jun 15, 1993"
Daisuke Sugie,167.6,160.0,,Orthodox,"Oct 12, 1980"
Takashi Sugiura,180.3,225.0,,Southpaw,"May 31, 1970"
Naho Sugiyuma,154.9,105.0,,,"Feb 03, 1978"
Sulangrangbo,175.3,135.0,66.0,Southpaw,"Jul 17, 2005"
George Sullivan,182.9,170.0,73.0,Orthodox,"Mar 13, 1981"
Amar Suloev,175.3,183.0,,Orthodox,"Jul 01, 1976"
Magomed Sultanakhmedov,188.0,185.0,,Southpaw,"May 11, 1984"
Justin Sumter,188.0,185.0,80.0,Southpaw,"Nov 16, 1989"
Sumudaerji,172.7,125.0,72.0,Southpaw,"Jan 20, 1996"
Rama Supandhi,165.1,125.0,66.0,Southpaw,"Nov 07, 1991"
Aji Susilo,177.8,155.0,,,
Baisangur Susurkaev,188.0,185.0,79.0,Orthodox,"Jan 08, 2001"
Louie Sutherland,190.5,264.0,76.0,Orthodox,"Feb 08, 1994"
Jason Suttie,182.9,210.0,,Orthodox,"Aug 07, 1973"
Joel Sutton,180.3,205.0,,Orthodox,"Jul 07, 1969"
Chad Sutton,185.4,185.0,,,"Aug 07, 1982"
Danilo Suzart,182.9,260.0,,Orthodox,"Dec 04, 1991"
Martin Svensson,185.4,155.0,,,"Apr 25, 1985"
Daniel Swain,175.3,145.0,70.0,Orthodox,"Jan 30, 1991"
Cub Swanson,172.7,145.0,70.0,Orthodox,"Nov 02, 1983"
Mike Swick,185.4,170.0,77.0,Orthodox,"Jun 19, 1979"
Floyd Sword,182.9,185.0,,Orthodox,"Aug 24, 1976"
Oumar Sy,193.0,205.0,83.0,Orthodox,"Nov 21, 1995"
Klaudia Sygula,172.7,135.0,69.0,Orthodox,"Dec 30, 1998"
Bentley Syler,162.6,125.0,,Orthodox,"Dec 22, 1982"
Kevin Syler,175.3,155.0,71.0,Switch,"Jul 29, 1993"
Leo Sylvest,180.3,205.0,,Orthodox,"Sep 03, 1973"
Tony Sylvester,185.4,225.0,,Southpaw,"Jan 27, 1978"
Tim Sylvia,203.2,265.0,80.0,Orthodox,"Mar 05, 1976"
Kevin Szaflarski,195.6,260.0,77.0,Orthodox,"Dec 30, 1994"
Sebastian Szalay,167.6,145.0,66.0,Orthodox,"Feb 03, 1994"
Bartosz Szewczyk,193.0,205.0,73.0,Orthodox,"Sep 18, 1997"
Osamu Tachihikari,195.6,300.0,,Orthodox,"Sep 12, 1963"
Amber Tackett,,115.0,,,
Eugenio Tadeu,172.7,160.0,,Orthodox,"Aug 17, 1963"
Albert Tadevosyan,,170.0,,,"Apr 12, 1992"
Justin Tafa,182.9,264.0,74.0,Southpaw,"Dec 13, 1993"
Junior Tafa,190.5,205.0,75.0,Orthodox,"Sep 21, 1996"
Khalid Taha,165.1,135.0,69.0,Orthodox,"Feb 15, 1992"
Joe Taimanglo,162.6,135.0,,,"Jun 27, 1984"
Tatsuro Taira,170.2,125.0,70.0,Orthodox,"Jan 27, 2000"
Mairbek Taisumov,175.3,155.0,73.0,Orthodox,"Aug 08, 1988"
Taiyilake Nueraji,188.0,170.0,75.0,Southpaw,"Jan 12, 2001"
Nobuhiko Takada,182.9,220.0,,Southpaw,"Apr 12, 1962"
Yoshiki Takahashi,180.3,199.0,,Southpaw,"Mar 13, 1969"
Yoko Takahashi,172.7,150.0,,,"Apr 20, 1973"
Daiju Takase,182.9,170.0,,Southpaw,"Apr 20, 1978"
Hiroyuki Takaya,167.6,139.0,,Orthodox,"Jun 10, 1977"
Yoshihiro Takayama,195.6,280.0,,Orthodox,"Sep 19, 1968"
Makoto Takimoto,170.2,205.0,,Southpaw,"Dec 08, 1979"
Oleg Taktarov,182.9,210.0,,Orthodox,"Aug 26, 1967"
Payton Talbott,177.8,135.0,70.0,Switch,"Sep 09, 1998"
Nordine Taleb,185.4,170.0,74.0,Orthodox,"Jun 10, 1981"
Murtaza Talha,182.9,205.0,74.0,Orthodox,"Jul 10, 1996"
Tsuyoshi Tamakairiki,182.9,220.0,,Orthodox,"Jul 16, 1966"
Eli Tamez,170.2,135.0,,,"Aug 22, 1985"
Kiyoshi Tamura,180.3,185.0,,Southpaw,"Dec 17, 1969"
Akitoshi Tamura,175.3,135.0,70.0,Orthodox,"May 31, 1980"
Issei Tamura,165.1,135.0,63.0,Orthodox,"Mar 12, 1984"
Jason Tan,177.8,170.0,,Orthodox,"Dec 17, 1981"
Akihito Tanaka,,,,Southpaw,"Mar 09, 1983"
Michinori Tanaka,165.1,135.0,67.0,Orthodox,"Oct 04, 1990"
Evan Tanner,182.9,185.0,74.0,Orthodox,"Feb 11, 1971"
Kasey Tanner,170.2,135.0,69.0,Orthodox,"Jan 11, 1992"
Otari Tanzilovi,177.8,135.0,70.0,Orthodox,"Apr 09, 1998"
Manny Tapia,165.1,135.0,67.0,Orthodox,"Mar 14, 1981"
Gary Tapusoa,170.2,185.0,,,"Sep 02, 1979"
Regina Tarin,170.2,135.0,66.0,Southpaw,"Oct 19, 2004"
Miesha Tate,167.6,135.0,65.0,Orthodox,"Aug 18, 1986"
Aaron Tau,162.6,125.0,66.0,Switch,"Aug 21, 1993"
Deividas Taurosevicius,175.3,145.0,68.0,Southpaw,"Aug 28, 1977"
Thiago Tavares,170.2,145.0,70.0,Orthodox,"Nov 08, 1984"
Jeremy Tavares,,135.0,,,
Brad Tavares,185.4,185.0,74.0,Orthodox,"Dec 21, 1987"
Ramon Taveras,172.7,145.0,70.0,Southpaw,"Jan 09, 1994"
Paul Taylor,182.9,155.0,72.0,Orthodox,"Dec 15, 1979"
Jesse Taylor,182.9,170.0,73.0,Orthodox,"Jan 02, 1983"
Torrance Taylor,170.2,155.0,,,"Oct 11, 1987"
Louis Taylor,180.3,185.0,,Orthodox,"May 12, 1979"
Anthony Taylor,170.2,145.0,,,
Danielle Taylor,152.4,115.0,60.0,Orthodox,"Oct 25, 1989"
J.T Taylor,177.8,,,,
James Te Huna,188.0,185.0,75.0,Orthodox,"Sep 29, 1981"
Cam Teague,177.8,145.0,69.0,Orthodox,"Feb 13, 1998"
Shawn Teed,195.6,265.0,,Orthodox,"Feb 13, 1992"
Glover Teixeira,188.0,205.0,76.0,Orthodox,"Oct 28, 1979"
John Teixeira,170.2,145.0,,Orthodox,"Nov 18, 1986"
Ewerton Teixeira,185.4,242.0,,,"Feb 13, 1982"
Tallison Teixeira,200.7,258.0,83.0,Orthodox,"Dec 07, 1999"
Tra Telligman,188.0,233.0,,Orthodox,"Feb 07, 1965"
Ramazan Temirov,162.6,125.0,63.0,Orthodox,"Jan 31, 1997"
Taneisha Tennant,170.2,145.0,70.0,Orthodox,"Jun 15, 1989"
Herman Terrado,,170.0,,,"Sep 27, 1989"
Dave Terrel,172.7,170.0,,Southpaw,"May 10, 1978"
David Terrell,185.4,185.0,,Southpaw,"Jan 09, 1978"
James Terry,177.8,170.0,,Orthodox,"Mar 16, 1981"
Jeff Terry,188.0,205.0,,,
David Teymur,175.3,155.0,73.0,Southpaw,"May 01, 1989"
Daniel Teymur,165.1,145.0,69.0,Orthodox,"Feb 03, 1988"
Motonobu Tezuka,170.2,135.0,,Southpaw,"Aug 29, 1987"
Jason Thacker,177.8,185.0,,Orthodox,"Aug 18, 1975"
Alexia Thainara,162.6,115.0,67.0,Orthodox,"Nov 20, 1995"
Brandon Thatch,188.0,170.0,74.0,Switch,"Jul 11, 1985"
Elias Theodorou,185.4,185.0,75.0,Orthodox,"May 31, 1988"
Nik Theotikos,,185.0,,Orthodox,
Paulo Thiago,180.3,170.0,74.0,Orthodox,"Jan 25, 1981"
Colby Thicknesse,170.2,135.0,69.0,Orthodox,"Jun 23, 1999"
Din Thomas,175.3,155.0,,Orthodox,"Sep 28, 1976"
Ryan Thomas,182.9,170.0,,Orthodox,"Nov 05, 1984"
Noah Thomas,175.3,135.0,,Orthodox,"Mar 27, 1981"
Joel Thomas,177.8,170.0,,,
Treston Thomison,172.7,145.0,,,
Nick Thompson,185.4,170.0,74.0,Orthodox,"Jun 23, 1981"
James Thompson,195.6,265.0,,Orthodox,"Dec 16, 1978"
Oli Thompson,185.4,242.0,75.0,Orthodox,"Jan 02, 1980"
Stephen Thompson,182.9,170.0,75.0,Orthodox,"Feb 11, 1983"
Josh Thomson,177.8,155.0,71.0,Orthodox,"Sep 21, 1978"
Isaac Thomson,177.8,145.0,69.0,,"May 03, 2002"
Simeon Thoresen,185.4,170.0,79.0,Orthodox,"Mar 14, 1984"
Josh Thornburg,182.9,170.0,,,"May 24, 1984"
Ti Haitao,,135.0,,,
Gleison Tibau,177.8,155.0,71.0,Southpaw,"Oct 07, 1983"
Chris Tickle,175.3,155.0,,,"Feb 01, 1982"
Nolan Ticman,167.6,125.0,,Orthodox,"May 17, 1988"
Darren Till,182.9,185.0,74.0,Southpaw,"Dec 24, 1992"
Brett Tillis,,145.0,,,
Rio Tirto,162.6,125.0,66.0,Switch,"Feb 09, 2000"
Denis Tiuliulin,185.4,185.0,77.0,Orthodox,"May 17, 1988"
Ryan Tobar,,155.0,,,
Rafael Tobias,188.0,205.0,74.0,Orthodox,"Mar 20, 2003"
Andrew Todhunter,182.9,185.0,,Switch,"Nov 30, 1987"
Dusko Todorovic,185.4,185.0,74.0,Orthodox,"May 19, 1994"
Tuco Tokkos,193.0,205.0,76.0,Orthodox,"Jun 30, 1990"
Hideo Tokoro,170.2,135.0,,Orthodox,"Aug 22, 1977"
Anatoly Tokov,177.8,185.0,,,"Feb 17, 1990"
Kazuki Tokudome,180.3,155.0,73.0,Southpaw,"Mar 04, 1987"
Puja Tomar,162.6,115.0,59.0,Southpaw,"Dec 05, 1993"
Tyler Toner,172.7,145.0,70.0,Orthodox,"Mar 31, 1983"
James Toney,175.3,220.0,,Orthodox,"Aug 24, 1968"
Masanori Tonooka,172.7,185.0,,Orthodox,"May 25, 1973"
Carl Toomey,,,,,"Mar 15, 1972"
Ilia Topuria,170.2,155.0,69.0,Orthodox,"Jan 21, 1997"
Aleksandre Topuria,170.2,135.0,68.0,Orthodox,"Jan 28, 1996"
Anthony Torres,172.7,170.0,,Orthodox,"Jul 31, 1978"
Miguel Torres,175.3,135.0,76.0,Orthodox,"Jan 18, 1981"
Ronys Torres,170.2,155.0,,Orthodox,"Aug 13, 1975"
Haven Torres,,125.0,,,
Alex Torres,177.8,145.0,,Orthodox,"May 29, 1988"
Abram Torres,177.8,170.0,,,"Oct 29, 1982"
Jose Torres,162.6,125.0,65.0,Orthodox,"Aug 02, 1992"
Desmond Torres,167.6,135.0,69.0,Orthodox,"Jan 06, 1997"
Manuel Torres,177.8,155.0,73.0,Switch,"Mar 25, 1995"
Justice Torres,170.2,145.0,66.0,Southpaw,"Oct 19, 1997"
Eduardo Torres Caut,170.2,135.0,70.0,Orthodox,"Apr 26, 1995"
Salim Touahri,177.8,170.0,72.0,Orthodox,"Sep 28, 1989"
Dequan Townsend,190.5,205.0,79.0,Orthodox,"May 11, 1986"
Minoru Toyonaga,180.3,195.0,,Southpaw,"Jun 12, 1978"
Slim Trabelsi,190.5,235.0,,,"May 09, 1993"
Roberto Traven,190.5,227.0,,Orthodox,"Sep 16, 1968"
Bryan Travers,,155.0,,,"Apr 11, 1983"
Alexander Trevino,,170.0,,,
Francisco Trevino,175.3,155.0,70.0,Orthodox,"Dec 17, 1981"
Angelo Trevino,180.3,170.0,,Switch,"Jun 10, 1993"
Frank Trigg,175.3,170.0,71.0,Southpaw,"May 07, 1972"
Francisco Trinaldo,175.3,170.0,70.0,Southpaw,"Aug 24, 1978"
Damien Trites,180.3,165.0,,,"Aug 23, 1979"
Michael Trizano,180.3,145.0,71.0,Orthodox,"Dec 31, 1991"
Antonio Trocoli,195.6,185.0,80.0,Orthodox,"Dec 06, 1990"
Tor Troeng,188.0,185.0,,Orthodox,"Jan 25, 1983"
Aaron Trujillo,165.1,125.0,,,
Reynaldo Trujillo,175.3,155.0,,,"Jan 01, 1982"
Abel Trujillo,172.7,155.0,70.0,Orthodox,"Sep 18, 1983"
Arman Tsarukyan,170.2,155.0,72.0,Orthodox,"Oct 11, 1996"
Rei Tsuruya,167.6,125.0,68.0,Orthodox,"Jun 22, 2002"
Chris Tuchscherer,188.0,258.0,76.0,Orthodox,"Sep 08, 1975"
Jon Tuck,180.3,155.0,73.0,Orthodox,"Aug 28, 1984"
Gavin Tucker,167.6,145.0,66.0,Southpaw,"Jun 17, 1986"
Jumabieke Tuerxun,170.2,135.0,,Orthodox,"Apr 17, 1986"
Tom Tuggle,188.0,250.0,,Orthodox,
Blair Tugman,182.9,135.0,,,
Tai Tuivasa,188.0,264.0,75.0,Southpaw,"Mar 16, 1993"
Zubaira Tukhugov,172.7,155.0,68.0,Orthodox,"Jan 15, 1991"
Teila Tuli,182.9,430.0,,Orthodox,"Jun 14, 1969"
Marco Tulio,182.9,185.0,74.0,Orthodox,"Jun 13, 1994"
Nyamjargal Tumendemberel,170.2,125.0,71.0,Orthodox,"Mar 22, 1998"
Albert Tumenov,180.3,170.0,73.0,Orthodox,"Dec 26, 1991"
Ricky Turcios,175.3,145.0,71.0,Orthodox,"Jun 05, 1993"
Anton Turkalj,193.0,205.0,78.0,Orthodox,"Jun 10, 1996"
Wellington Turman,182.9,170.0,72.0,Orthodox,"Jul 22, 1996"
Courtney Turner,188.0,170.0,,,
Jalin Turner,190.5,155.0,77.0,Southpaw,"May 18, 1995"
Austin Tweedy,175.3,155.0,,Orthodox,"Sep 25, 1990"
Marcin Tybura,190.5,246.0,78.0,Orthodox,"Nov 09, 1985"
Raphael Uchegbu,175.3,135.0,73.0,Orthodox,"Aug 16, 1995"
Takeru Uchida,165.1,125.0,68.0,Southpaw,"Sep 30, 2002"
Alberto Uda,190.5,185.0,,Orthodox,"Aug 08, 1984"
Ryuki Ueyama,180.3,180.0,,Southpaw,"Apr 17, 1976"
Christian Uflacker,180.3,170.0,,,"Aug 04, 1985"
Andy Uhrich,182.9,170.0,,,
Tagir Ulanbekov,170.2,125.0,70.0,Southpaw,"Aug 07, 1991"
Carlos Ulberg,193.0,205.0,77.0,Orthodox,"Nov 07, 1990"
Gasan Umalatov,180.3,170.0,71.0,Orthodox,"Sep 11, 1982"
Jeremy Umphries,,160.0,,,
Zach Underwood,188.0,185.0,,,
Caol Uno,170.2,155.0,70.0,Southpaw,"May 08, 1975"
Kengo Ura,175.3,165.0,,,"Jun 20, 1981"
Logan Urban,182.9,170.0,72.0,Orthodox,"Apr 22, 1994"
Hector Urbina,180.3,170.0,73.0,Orthodox,"Sep 17, 1987"
Elias Urbina,190.5,185.0,77.0,Southpaw,"Oct 09, 1993"
Gilbert Urbina,190.5,170.0,75.0,Orthodox,"Apr 05, 1996"
Guilherme Uriel,185.4,265.0,74.0,Orthodox,"Feb 18, 1997"
Nick Urso,167.6,125.0,66.0,Southpaw,"Sep 26, 1985"
Yasuhiro Urushitani,165.1,125.0,,Southpaw,"Sep 08, 1976"
Sho Patrick Usami,175.3,155.0,70.0,Orthodox,"May 08, 2000"
Kamaru Usman,182.9,170.0,76.0,Switch,"May 11, 1987"
Mohammed Usman,188.0,239.0,79.0,Orthodox,"Apr 01, 1989"
Darren Uyenoyama,167.6,125.0,65.0,Orthodox,"Oct 15, 1979"
Richie Vaculik,167.6,125.0,69.0,Orthodox,"Jun 19, 1983"
Rashid Vagabov,170.2,125.0,63.0,Orthodox,"Jun 27, 1998"
Artem Vakhitov,185.4,205.0,75.0,Orthodox,"Apr 04, 1991"
Egidijus Valavicius,182.9,200.0,,Orthodox,"Dec 23, 1978"
Genaro Valdez,175.3,155.0,72.0,Orthodox,"Jan 16, 1992"
Charlie Valencia,160.0,135.0,64.0,Orthodox,"Oct 31, 1974"
Robert Valentin,188.0,185.0,77.0,Orthodox,"Mar 31, 1995"
Victor Valenzuela,177.8,155.0,,,
Ivan Valenzuela,188.0,185.0,77.0,Orthodox,"Nov 17, 1992"
Timur Valiev,167.6,135.0,67.0,Orthodox,"Jan 19, 1990"
Victor Valimaki,182.9,205.0,,Orthodox,"Dec 17, 1981"
Andrew Valladerez,,135.0,,,"Jun 28, 1987"
Kevin Vallejos,170.2,145.0,68.0,Switch,"Dec 08, 2001"
Isaac Vallie-Flagg,172.7,155.0,70.0,Orthodox,"Apr 08, 1978"
Joshua Van,165.1,125.0,65.0,Orthodox,"Oct 10, 2001"
Mike van Arsdale,188.0,205.0,,Switch,"Jun 20, 1965"
Matt Van Buren,195.6,205.0,,,"Jun 12, 1986"
Ron van Clief,177.8,190.0,,Orthodox,"Jan 25, 1943"
Lloyd Van Dams,185.4,240.0,,Southpaw,"Mar 05, 1972"
Alain Van der Merckt,,185.0,,,"Jun 11, 1993"
Cameron VanCamp,188.0,155.0,74.0,Switch,"Apr 27, 1993"
Chad Vance,182.9,185.0,,Orthodox,
Jared Vanderaa,193.0,265.0,80.0,Orthodox,"May 12, 1992"
Austin Vanderford,180.3,170.0,74.0,Orthodox,"Mar 21, 1990"
Lando Vannata,175.3,155.0,71.0,Orthodox,"Mar 14, 1992"
Paige VanZant,162.6,115.0,65.0,Orthodox,"Mar 26, 1994"
Paul Varelans,203.2,300.0,,Orthodox,"Sep 17, 1969"
Kazula Vargas,172.7,155.0,71.0,Southpaw,"Aug 15, 1985"
Jamie Varner,172.7,155.0,71.0,Orthodox,"Oct 12, 1984"
Guilherme Vasconcelos,182.9,185.0,,Orthodox,"Mar 23, 1986"
Linton Vassell,193.0,205.0,,,"Jun 03, 1983"
Billy Vaughan,167.6,155.0,,,"Dec 02, 1983"
Yuri Vaulin,193.0,197.0,,Southpaw,"Sep 13, 1963"
Javier Vazquez,170.2,145.0,69.0,Southpaw,"Jul 16, 1977"
Manny Vazquez,177.8,125.0,72.0,Orthodox,"Nov 19, 1993"
Gianni Vazquez,170.2,135.0,71.0,Orthodox,"Jul 17, 1994"
Matt Veach,180.3,155.0,,Orthodox,"May 31, 1981"
Joe Vedepo,182.9,185.0,,Orthodox,"Jan 01, 1983"
Kelly Velasco,175.3,135.0,,Orthodox,"May 21, 1995"
Greg Velasco,188.0,265.0,70.0,Southpaw,"Sep 23, 1993"
Cain Velasquez,185.4,240.0,77.0,Orthodox,"Jul 28, 1982"
David Velasquez,165.1,145.0,,Orthodox,"Oct 19, 1966"
Bojan Velickovic,182.9,170.0,76.0,Southpaw,"Dec 18, 1988"
Karlos Vemola,182.9,185.0,75.0,Orthodox,"Jul 03, 1985"
Luigi Vendramini,172.7,155.0,73.0,Orthodox,"Jan 16, 1996"
Jerrel Venetiaan,185.4,195.0,,Orthodox,"Mar 09, 1971"
Scott Ventimiglia,180.3,185.0,,,"Nov 17, 1972"
Brandon Vera,190.5,230.0,78.0,Orthodox,"Oct 10, 1977"
Kerry Vera,170.2,135.0,,Orthodox,
Marlon Vera,172.7,135.0,70.0,Switch,"Dec 02, 1992"
Carlos Vera,167.6,135.0,69.0,Orthodox,"Nov 05, 1987"
Isis Verbeek,162.6,115.0,64.0,Orthodox,"Jan 12, 1995"
Ernie Verdicia,180.3,199.0,,Orthodox,
Joe Veres,170.2,155.0,,Orthodox,"Nov 09, 1977"
Nikolay Veretennikov,185.4,170.0,74.0,Orthodox,"Dec 22, 1989"
CJ Vergara,167.6,125.0,68.0,Orthodox,"Jun 18, 1991"
Renato Verissimo,185.4,170.0,,Orthodox,"Aug 03, 1973"
Bryan Vetell,190.5,265.0,,Southpaw,"Jul 26, 1977"
Marvin Vettori,182.9,185.0,74.0,Southpaw,"Sep 20, 1993"
Hugo Viana,167.6,135.0,67.0,Orthodox,"Sep 26, 1982"
Guilherme Viana,193.0,205.0,,,
Polyana Viana,165.1,115.0,67.0,Orthodox,"Jun 14, 1992"
Vitor Vianna,,205.0,,Orthodox,"Dec 02, 1979"
James Vick,190.5,155.0,76.0,Orthodox,"Feb 23, 1987"
Tamires Vidal,167.6,135.0,68.0,Orthodox,"Jul 27, 1998"
Freddy Vidal,190.5,205.0,80.0,Orthodox,"May 06, 1994"
Milton Vieira,182.9,145.0,,Orthodox,"Oct 04, 1978"
Reginaldo Vieira,170.2,135.0,65.0,Orthodox,"Nov 26, 1982"
Ketlen Vieira,172.7,135.0,68.0,Orthodox,"Aug 26, 1991"
Rodolfo Vieira,182.9,185.0,73.0,Orthodox,"Sep 25, 1989"
Steve Vigneault,177.8,185.0,,Orthodox,"Feb 14, 1978"
Alejandro Villalobos,170.2,145.0,,,"Oct 26, 1979"
DeMarco Villalona,175.3,185.0,,,
Gian Villante,190.5,230.0,76.0,Orthodox,"Aug 18, 1985"
Ike Villanueva,185.4,205.0,73.0,Orthodox,"Apr 04, 1984"
Ruben Villareal,193.0,265.0,,Orthodox,"May 01, 1970"
Armando Villarreal,170.2,135.0,66.0,Southpaw,"Aug 08, 1989"
Pablo Villaseca,170.2,155.0,,,"Jan 26, 1987"
Joey Villasenor,182.9,185.0,,Orthodox,"Oct 17, 1975"
Danillo Villefort,185.4,185.0,,Orthodox,"May 08, 1983"
Yuri Villefort,182.9,170.0,73.0,Orthodox,"Mar 23, 1991"
Tre'ston Vines,185.4,185.0,79.0,Orthodox,"Jun 18, 1996"
Marcos Vinicius,175.3,125.0,,Orthodox,"Dec 05, 1979"
Brandon Visher,167.6,135.0,68.0,Orthodox,"May 06, 1984"
Falaniko Vitale,177.8,185.0,,Orthodox,"Jul 14, 1974"
Cheyanne Vlismas,160.0,115.0,63.0,Switch,"Jun 25, 1995"
Bobby Voelker,182.9,170.0,74.0,Orthodox,"Apr 26, 1979"
Mateo Vogel,172.7,145.0,71.0,Orthodox,"Mar 05, 1996"
Danylo Voievodkin,193.0,265.0,78.0,Southpaw,"Jul 19, 2000"
Alexander Volkanovski,167.6,145.0,71.0,Orthodox,"Sep 29, 1988"
Jacob Volkmann,175.3,155.0,71.0,Southpaw,"Sep 05, 1980"
Alexander Volkov,200.7,261.0,80.0,Orthodox,"Oct 24, 1988"
Mark Vologdin,160.0,135.0,65.0,Orthodox,"Apr 18, 2000"
Jason Von Flue,182.9,170.0,,Orthodox,"Aug 01, 1975"
Milco Voorn,,220.0,,Orthodox,
Mark Vorgeas,177.8,135.0,,,
Igor Vovchanchyn,172.7,205.0,,Orthodox,"Aug 06, 1973"
Jordan Vucenic,177.8,155.0,73.0,Orthodox,"Mar 02, 1996"
James Wade,177.8,205.0,,,"Feb 08, 1972"
Chris Wade,177.8,155.0,70.0,Orthodox,"Sep 30, 1987"
Neil Wain,177.8,242.0,,Orthodox,
TJ Waldburger,180.3,170.0,75.0,Orthodox,"Apr 25, 1988"
Chase Waldon,185.4,185.0,75.0,Orthodox,"Sep 19, 1986"
Andre Walker,180.3,205.0,,Southpaw,"Nov 22, 1972"
Herschel Walker,185.4,215.0,,Orthodox,"Mar 03, 1962"
Donny Walker,175.3,135.0,,,"Jan 04, 1980"
Johnny Walker,198.1,205.0,82.0,Orthodox,"Mar 30, 1992"
Brogan Walker,162.6,125.0,67.0,Switch,"Aug 02, 1988"
Valter Walker,198.1,244.0,78.0,Orthodox,"Dec 14, 1997"
Julius Walker,193.0,205.0,78.0,Orthodox,"Jul 16, 1999"
Ben Wall,177.8,155.0,,Orthodox,"Mar 25, 1989"
Crafton Wallace,182.9,185.0,,Orthodox,"Nov 10, 1975"
Rodney Wallace,175.3,205.0,72.0,Switch,"Nov 21, 1981"
Jeremy Wallace,175.3,,,,"Feb 13, 1987"
Randall Wallace,180.3,185.0,73.0,Orthodox,"Mar 01, 1989"
James Wallace,177.8,155.0,69.0,Orthodox,"Nov 17, 1992"
Jim Wallhead,177.8,170.0,,Orthodox,"Mar 14, 1984"
Cory Walmsley,182.9,205.0,,Orthodox,
Richard Walsh,182.9,170.0,73.0,Orthodox,"Dec 01, 1988"
Patrick Walsh,180.3,185.0,,,"Nov 28, 1988"
Erick Wanderlei,185.4,205.0,,Orthodox,"Jun 20, 1976"
Dimitiri Wanderley,,205.0,,Orthodox,
